,word,frequency
5635,among,17.0
5636,fists,17.0
5637,fo,17.0
5638,form,17.0
5639,@molotovgirl,17.0
5640,brutality,17.0
5641,buy,17.0
5642,three,17.0
5643,lying,17.0
5644,likes,17.0
5645,11,17.0
5646,wanting,17.0
5647,allow,17.0
5648,corrupt,17.0
5649,dems,17.0
5650,sweet,17.0
5651,groups,17.0
5652,failed,17.0
5653,stick,17.0
5654,streets,16.0
5655,wrote,16.0
5656,disgusting,16.0
5657,treated,16.0
5658,niggas,16.0
5659,view,16.0
5660,we've,16.0
5661,hahaha,16.0
5662,recent,16.0
5663,focus,16.0
5664,shooting,16.0
5665,anxious,16.0
5666,fall,16.0
5667,bullshit,16.0
5668,soo,16.0
5669,produce,16.0
5670,draw,16.0
5671,mentally,16.0
5672,biggest,16.0
5673,singing,16.0
5674,members,16.0
5675,@angry_hela,16.0
5676,negative,16.0
5677,disorderliness,16.0
5678,hour,16.0
5679,se,16.0
5680,faster,16.0
5681,letter,16.0
5682,names,16.0
5683,@erictrump,16.0
5684,mace,16.0
5685,waking,16.0
5686,drunk,16.0
5687,abuse,16.0
5688,y'all,16.0
5689,king,16.0
5690,putting,16.0
5691,fell,16.0
5692,although,16.0
5693,mess,16.0
5694,played,16.0
5695,wishing,16.0
5696,concert,16.0
5697,bet,16.0
5698,rapline,16.0
5699,text,16.0
5700,victim,16.0
5701,excuse,16.0
5702,violence,16.0
5703,everyday,16.0
5704,dr,16.0
5705,calls,16.0
5706,workers,16.0
5707,@emrazz,16.0
5708,j,16.0
5709,quote,16.0
5710,piece,16.0
5711,aint,16.0
5712,wearing,16.0
5713,johnson,16.0
5714,100%,16.0
5715,@shannonrwatts,16.0
5716,jae,16.0
5717,town,16.0
5718,learned,16.0
5719,reasons,16.0
5720,em,16.0
5721,wing,16.0
5722,pressure,16.0
5723,fuckin,16.0
5724,current,16.0
5725,army,16.0
5726,mps,16.0
5727,generation,16.0
5728,company,16.0
5729,perhaps,16.0
5730,gov,16.0
5731,starplusgivebackyrhpk,16.0
5732,shouldnt,16.0
5733,',15.0
5734,treat,15.0
5735,decision,15.0
5736,pushing,15.0
5737,angry:,15.0
5738,book,15.0
5739,pure,15.0
5740,private,15.0
5741,@porn_video_link,15.0
5742,realized,15.0
5743,terrorists,15.0
5744,green,15.0
5745,above,15.0
5746,sin,15.0
5747,interesting,15.0
5748,british,15.0
5749,test,15.0
5750,wear,15.0
5751,becomes,15.0
5752,sit,15.0
5753,@helene731,15.0
5754,awesome,15.0
5755,speech,15.0
5756,doubt,15.0
5757,incredibly,15.0
5758,constantly,15.0
5759,despite,15.0
5760,offended,15.0
5761,supporting,15.0
5762,slow,15.0
5763,revenge,15.0
5764,wishes,15.0
5765,@sophyridgesky,15.0
5766,nation,15.0
5767,followed,15.0
5768,handle,15.0
5769,history,15.0
5770,speaking,15.0
5771,plan,15.0
5772,@mrandyngo,15.0
5773,who's,15.0
5774,anyways,15.0
5775,mans,15.0
5776,business,15.0
5777,water,15.0
5778,vs,15.0
5779,deep,15.0
5780,liberals,15.0
5781,thou,15.0
5782,dare,15.0
5783,@bts_twt,15.0
5784,000,15.0
5785,app,15.0
5786,speaks,15.0
5787,unique,15.0
5788,fired,15.0
5789,james,15.0
5790,@nicolasturgeon,15.0
5791,military,15.0
5792,faces,15.0
5793,mate,15.0
5794,politicians,15.0
5795,angrier,15.0
5796,fav,15.0
5797,youtube,15.0
5798,absolute,15.0
5799,bs,14.0
5800,bag,14.0
5801,ho,14.0
5802,appreciate,14.0
5803,leaving,14.0
5804,update,14.0
5805,@saltydkdan,14.0
5806,attacks,14.0
5807,study,14.0
5808,everywhere,14.0
5809,alright,14.0
5810,ge,14.0
5811,suck,14.0
5812,blocked,14.0
5813,don,14.0
5814,correct,14.0
5815,intimidating,14.0
5816,nerd,14.0
5817,large,14.0
5818,example,14.0
5819,certainly,14.0
5820,broke,14.0
5821,eating,14.0
5822,shaking,14.0
5823,sexy,14.0
5824,nonsense,14.0
5825,rules,14.0
5826,guilty,14.0
5827,30,14.0
5828,silence,14.0
5829,tries,14.0
5830,they'll,14.0
5831,theyll,14.0
5832,americans,14.0
5833,sign,14.0
5834,boris,14.0
5835,justiceforjimoh,14.0
5836,tiny,14.0
5837,usual,14.0
5838,piss,14.0
5839,touch,14.0
5840,careful,14.0
5841,ye,14.0
5842,personal,14.0
5843,lil,14.0
5844,conservative,14.0
5845,spoke,14.0
5846,@angry_gram,14.0
5847,keeps,14.0
5848,congress,14.0
5849,@keitholbermann,14.0
5850,advice,14.0
5851,mark,14.0
5852,action,14.0
5853,light,14.0
5854,attacked,14.0
5855,nd,14.0
5856,scream,14.0
5857,@seanhobs,14.0
5858,jimin,14.0
5859,original,14.0
5860,@angry_neeson52,14.0
5861,conservatives,14.0
5862,@angry_ghiaccio,14.0
5863,random,14.0
5864,hero,14.0
5865,spread,14.0
5866,air,14.0
5867,remind,14.0
5868,somehow,14.0
5869,difficult,14.0
5870,terrible,14.0
5871,@nezumiva,14.0
5872,actual,14.0
5873,ain't,14.0
5874,suffering,14.0
5875,immediately,14.0
5876,ar,14.0
5877,ways,14.0
5878,throwing,14.0
5879,gender,14.0
5880,dudes,14.0
5881,french,14.0
5882,yea,14.0
5883,da,14.0
5884,missing,14.0
5885,st,13.0
5886,pretend,13.0
5887,personally,13.0
5888,radio,13.0
5889,allah,13.0
5890,secret,13.0
5891,@sladesr,13.0
5892,@billburr,13.0
5893,changed,13.0
5894,folk,13.0
5895,brown,13.0
5896,me:,13.0
5897,daughter,13.0
5898,drink,13.0
5899,movements,13.0
5900,pro,13.0
5901,emails,13.0
5902,tweeted,13.0
5903,puppy,13.0
5904,smiling,13.0
5905,profile,13.0
5906,neither,13.0
5907,lock,13.0
5908,statement,13.0
5909,fault,13.0
5910,jungkook,13.0
5911,waldo,13.0
5912,evidence,13.0
5913,instagram,13.0
5914,known,13.0
5915,date,13.0
5916,wall,13.0
5917,sort,13.0
5918,powerful,13.0
5919,album,13.0
5920,sat,13.0
5921,share,13.0
5922,mapofthesoulone_d2,13.0
5923,salary,13.0
5924,bother,13.0
5925,rap,13.0
5926,smart,13.0
5927,@davenewworld_2,13.0
5928,(i,13.0
5929,gotten,13.0
5930,bye,13.0
5931,ab,13.0
5932,official,13.0
5933,babe,13.0
5934,@potus,13.0
5935,unhappy,13.0
5936,average,13.0
5937,lesbian,13.0
5938,mentioned,13.0
5939,promise,13.0
5940,channel,13.0
5941,refusing,13.0
5942,shoot,13.0
5943,stuck,13.0
5944,pick,13.0
5945,fandom,13.0
5946,classic,13.0
5947,officer,13.0
5948,allegations,13.0
5949,hatred,13.0
5950,listened,13.0
5951,hands,13.0
5952,process,13.0
5953,reality,13.0
5954,policebrutalityinnigeria,13.0
5955,sending,13.0
5956,decide,13.0
5957,concerned,13.0
5958,abuja,13.0
5959,tiktok,13.0
5960,difference,13.0
5961,mistakes,13.0
5962,dogs,13.0
5963,willing,13.0
5964,animals,12.0
5965,changes,12.0
5966,bloody,12.0
5967,vent,12.0
5968,works,12.0
5969,defend,12.0
5970,karen,12.0
5971,leftists,12.0
5972,sour,12.0
5973,hits,12.0
5974,regardless,12.0
5975,dangerous,12.0
5976,fed,12.0
5977,popular,12.0
5978,aggressively,12.0
5979,loose,12.0
5980,ngl,12.0
5981,agreed,12.0
5982,interview,12.0
5983,opportunity,12.0
5984,defending,12.0
5985,version,12.0
5986,ending,12.0
5987,br,12.0
5988,nigga,12.0
5989,common,12.0
5990,17,12.0
5991,hates,12.0
5992,imma,12.0
5993,favourite,12.0
5994,officers,12.0
5995,normally,12.0
5996,twice,12.0
5997,save,12.0
5998,cops,12.0
5999,opening,12.0
6000,@the_angry_gay,12.0
6001,slept,12.0
6002,lack,12.0
6003,add,12.0
6004,herself,12.0
6005,sooo,12.0
6006,blacks,12.0
6007,track,12.0
6008,tough,12.0
6009,selfish,12.0
6010,chance,12.0
6011,sharing,12.0
6012,club,12.0
6013,announcement,12.0
6014,direct,12.0
6015,points,12.0
6016,chinese,12.0
6017,pathetic,12.0
6018,jus,12.0
6019,rights,12.0
6020,driving,12.0
6021,catch,12.0
6022,@angry__birb,12.0
6023,@kathleen_belew,12.0
6024,gop,12.0
6025,stans,12.0
6026,comedy,12.0
6027,emerson,12.0
6028,involved,12.0
6029,nor,12.0
6030,forgive,12.0
6031,theyve,12.0
6032,cold,12.0
6033,acc,12.0
6034,seat,12.0
6035,bar,12.0
6036,page,12.0
6037,livid,12.0
6038,treatment,12.0
6039,mo,12.0
6040,sticks,12.0
6041,ba,12.0
6042,assume,12.0
6043,youll,12.0
6044,series,12.0
6045,except,12.0
6046,80s,12.0
6047,trumpers,12.0
6048,coffee,12.0
6049,@kamalaharris,12.0
6050,trouble,12.0
6051,daddy,12.0
6052,messages,12.0
6053,legit,12.0
6054,sleeping,12.0
6055,five,12.0
6056,noises,12.0
6057,@cnn,12.0
6058,chose,12.0
6059,spirit,12.0
6060,insane,12.0
6061,sh,12.0
6062,service,12.0
6063,trans,12.0
6064,reach,12.0
6065,democrat,12.0
6066,mention,12.0
6067,holding,12.0
6068,burr's,12.0
6069,breaking,12.0
6070,zero,11.0
6071,namgi,11.0
6072,showed,11.0
6073,role,11.0
6074,locked,11.0
6075,caught,11.0
6076,disrespectful,11.0
6077,rlly,11.0
6078,boyfriend,11.0
6079,betrayed,11.0
6080,@realcandaceo,11.0
6081,platform,11.0
6082,sis,11.0
6083,@segalink,11.0
6084,vibe,11.0
6085,future,11.0
6086,blaming,11.0
6087,moving,11.0
6088,exhausted,11.0
6089,@paulbranditv,11.0
6090,someones,11.0
6091,decent,11.0
6092,patience,11.0
6093,october,11.0
6094,ka,11.0
6095,ridiculous,11.0
6096,within,11.0
6097,switch,11.0
6098,near,11.0
6099,dying,11.0
6100,mak,11.0
6101,national,11.0
6102,exist,11.0
6103,@savvyrinu,11.0
6104,silly,11.0
6105,create,11.0
6106,ajeeb,11.0
6107,posted,11.0
6108,third,11.0
6109,books,11.0
6110,complete,11.0
6111,@sapphire896,11.0
6112,eu,11.0
6113,possibly,11.0
6114,de,11.0
6115,desperate,11.0
6116,obvious,11.0
6117,btw,11.0
6118,dark,11.0
6119,liked,11.0
6120,fix,11.0
6121,march,11.0
6122,sha,11.0
6123,violently,11.0
6124,release,11.0
6125,hav,11.0
6126,project,11.0
6127,con,11.0
6128,arguing,11.0
6129,bothered,11.0
6130,whitepower,11.0
6131,kick,11.0
6132,final,11.0
6133,skin,11.0
6134,sun,11.0
6135,demand,11.0
6136,typical,11.0
6137,13,11.0
6138,space,11.0
6139,mf,11.0
6140,jennie,11.0
6141,shouting,11.0
6142,steal,11.0
6143,@,11.0
6144,four,11.0
6145,david,11.0
6146,yours,11.0
6147,monkey,11.0
6148,wil,11.0
6149,reform,11.0
6150,expression,11.0
6151,fellow,11.0
6152,@eleven_films,11.0
6153,insult,11.0
6154,talked,11.0
6155,ice,11.0
6156,audacity,11.0
6157,songs,11.0
6158,una,11.0
6159,raised,11.0
6160,patient,11.0
6161,obama,11.0
6162,complaining,11.0
6163,eifelgp,11.0
6164,memes,11.0
6165,jk,11.0
6166,mentions,11.0
6167,people's,11.0
6168,loss,11.0
6169,hoseok,11.0
6170,omo,11.0
6171,critical,11.0
6172,choice,11.0
6173,ralph,11.0
6174,triggered,11.0
6175,note,11.0
6176,chris,11.0
6177,list,11.0
6178,farmers,11.0
6179,build,11.0
6180,nasty,11.0
6181,someone's,11.0
6182,furious,11.0
6183,bu,11.0
6184,soldiers,11.0
6185,78th,11.0
6186,visit,11.0
6187,harm,11.0
6188,sm,11.0
6189,happybirthdayamitabhbachchan,11.0
6190,angered,11.0
6191,ffs,11.0
